ptid,p1,p2,p3,p4,p5,p6,p7,p8,p9
2,7.11748274725056e-05,0.029853954258935476,0.8646654660337629,0.03506514134281972,0.06426264650468996,0.00014148373828209548,0.0002808128120902824,0.0056593117419318365,8.740014987629045e-09
3,0.07335032322868903,0.039820123338871284,0.3122820019574919,0.14888438161106246,0.1813648858222579,0.07491178461120189,0.08165098730590932,0.053101891436304845,0.03463362068821078
5,0.00029847375489939636,0.4400270502396122,0.3896142283663752,0.11781699803284103,0.05056203474791567,6.613311817655715e-05,2.4563474315478365e-05,0.0015905173651113282,9.007529734889533e-10
6,1.3337880581289411e-08,0.0016186126880479114,0.08047097499561084,0.09219823308607797,0.5072651448949235,0.18909530663857038,0.09660940183851327,0.03194067046793428,0.0008016420524426562
11,5.854816381285022e-18,4.390726467767764e-10,1.1696202626655394e-06,1.6652312999415712e-06,0.000870298713343647,0.14989174965174673,0.3056385643194667,0.050865010566592324,0.49273154145821557
16,8.705584609330005e-08,0.004019579266383133,0.12264257345145589,0.17153539618930724,0.21903253583550014,0.002745207913723476,0.012081308588195852,0.46793269564578993,1.0616053800485659e-05
18,2.1930355730264664e-07,0.0011513569160176186,0.0021438084537127693,0.09238157433431955,0.13699189600880704,0.009985735592509525,0.35578569870630294,0.40131439060615476,0.0002453200786191974
19,0.10107921039679246,0.8802071743249046,0.012473950777370478,0.00477594607872843,0.0014329302311333393,1.969693545173722e-07,7.283206086558045e-07,2.986290099327866e-05,1.1442447823607797e-13
27,4.675193940951415e-09,0.0025192433134354677,0.057382391139892866,0.24221540467467326,0.32688608835283767,0.09386959615472078,0.022608685861706966,0.25399428064208623,0.00052430518544721
32,7.23860536128049e-15,4.5430569460741987e-08,6.89828028041877e-06,3.754028671571245e-05,0.013706493906934578,0.1129452582158618,0.032993890245271114,0.6259010340595457,0.21440883957481424
39,1.6891895121612945e-15,1.644435627444589e-07,0.0003852432775325652,0.00016266118240139301,0.023655511343382427,0.06098530304170412,0.8423889363231638,0.04176241158760823,0.03065976880064282
49,9.808994377307567e-05,0.016089594342967303,0.27199190750197577,0.34107883779198794,0.3048892957800378,0.003865945001522148,0.004478744636485733,0.057507311864755425,2.7313649358591805e-07
52,0.051777829984828716,0.08394993601154158,0.27589477616769836,0.2984029895290378,0.09119928897469566,0.0765598427386225,0.05087685552810078,0.050282214650935256,0.02105626641453863
60,4.834476173550963e-12,2.276430210157101e-06,6.420262762244037e-05,0.00028949377811049486,0.011950811920155168,0.1734723260104891,0.26136500877171626,0.0730208424786847,0.4798350379781774
63,2.669988739547367e-06,0.02059153023471615,0.8253660572715484,0.07067222665697502,0.07121641049564928,0.0027461093090606447,0.0017018224154790426,0.007702546402496142,6.272253356041653e-07
66,0.005021533902097271,0.5975384422739823,0.2864882961982269,0.09208690969979832,0.018691221430312484,1.2652880578228824e-05,2.086347027965733e-05,0.00014008013633182392,8.392631311109672e-12
77,4.419319447059503e-23,6.159111952450848e-13,9.932806558565335e-08,4.902115968018e-09,8.164618363692168e-05,0.0048341343581134915,0.13973285465888063,0.0022157781959866864,0.8531354823725865
99,0.16496339211427788,0.7114673872795325,0.05564097172896662,0.06551725500865553,0.0023988115310403023,4.232877195907449e-07,1.3406812412852492e-07,1.1624981632966328e-05,5.0276346026475854e-14
100,0.023121892946343415,0.9138777547004776,0.03808634077233835,0.02133199375834311,0.003571387467968042,6.730672195983442e-06,1.3148459330007065e-07,3.7681973201655808e-06,4.200073841433809e-13
106,0.02870950372915498,0.06127834606676206,0.1941150624013906,0.15013501008512703,0.2859103293253272,0.11597354148314107,0.09992443599042666,0.037451628585867855,0.026502142332802625
109,8.850071761256783e-10,8.915761341086789e-05,0.01314883120061294,0.05586098867845059,0.23827559466256693,0.10977919849927001,0.2015869132053429,0.37848808910160825,0.0027712261537318826
110,1.4838668745374e-29,9.788357907424781e-18,1.0935673825046195e-11,3.6068966768187957e-12,3.911260432978379e-08,0.0003738651272714148,0.0010395538918120562,2.9620403122733116e-06,0.998583579813457
113,0.004415758882357261,0.055700509774484604,0.20940263283129293,0.15582377032682715,0.3506704299612686,0.059045049805298726,0.07038114300825228,0.07228605873048231,0.022274646679736623
137,0.9975974398083265,0.0023802398143096307,1.3222331706824285e-06,2.099492149128745e-05,3.221525286334219e-09,3.151544390759957e-15,5.086647882311577e-16,1.1731026811341245e-12,4.1069925692827876e-26
139,9.523235634093109e-05,0.17414707360166337,0.38909515618189444,0.2511973542303844,0.1637131336227147,0.0025428527445533673,0.0016189733317436552,0.017590174831281485,4.90994228124364e-08
154,0.008013613614595745,0.734510228704526,0.0915783565597301,0.14942052277938747,0.01591078045262834,5.8318997314889345e-06,1.155938952011345e-05,0.0005491065730096081,2.687122000404257e-11
161,3.175370193213916e-10,8.893532563386299e-05,0.05378864613018358,0.004839696905786918,0.13486322582063728,0.266165626698206,0.37349709011808535,0.15712000645586163,0.009636772228068288
165,0.09402193924673678,0.3858649714597182,0.11756664773674402,0.1747324076538268,0.1035773864145006,0.017757338743293632,0.025055070842540984,0.060050140514378805,0.02137409738825956
166,4.267590575070519e-06,0.1510022744804564,0.15339402936745963,0.18675335903565488,0.2217853345732148,0.033125520123602495,0.01094758687432297,0.24298620689156872,1.4210631508439931e-06
171,0.000386745354617375,0.2972769877837794,0.21997348391156943,0.4248304224162365,0.05404485430261891,0.00021383073886501225,8.689235535681061e-05,0.0031867821691047575,9.678518656771305e-10
175,0.002554820924945799,0.17571421792775416,0.1205617988745726,0.4785332730113741,0.16801571812343222,5.694567877557332e-05,0.0006617325009368662,0.0539014448523849,4.810582298330543e-08
178,1.2872557537658966e-06,0.021568439154023112,0.17422828434160584,0.5505531597265921,0.1510789458798016,0.00358105833893151,0.015357644873487243,0.08363099523207049,1.8519773276643733e-07
191,0.00010111939884679045,0.028426498652421753,0.4846889720814951,0.29991719812434037,0.16440546068995823,0.0006494847783955905,0.0022880342198519175,0.019523206833847763,2.5220842698252097e-08
196,0.04197185493921955,0.0285044851137706,0.27626752560519335,0.1857859976545197,0.07854130537678097,0.12895867119835308,0.15485980364070778,0.025938551417917084,0.07917180505353816
208,4.597944343512113e-29,1.75964189432788e-18,4.402802117045265e-12,1.6765424839232275e-14,3.1588924040526692e-09,2.3635717432921095e-05,0.00016173163719919865,5.443533390011694e-07,0.9998140851287236
219,5.563306042836306e-14,9.068861903316388e-07,0.002191042047744135,0.00014891815922543077,0.04060170667312336,0.6004593586536979,0.14351099559289182,0.07506067293236694,0.13802639905470615
230,0.041434924193155746,0.4717398169717103,0.11233870999042685,0.15484906403564866,0.1128751752057658,0.041707992471595116,0.007496390104546666,0.04371512626586753,0.01384280076128437
