ptid,p1,p2,p3,p4,p5,p6,p7,p8,p9
245,1.1912057657462159e-21,1.9743365789716813e-11,4.863599100392533e-07,2.0461784560809156e-06,0.04243994163718206,0.0025039324817854028,0.6390643491068149,0.10352996733095371,0.2124592768851543
246,3.596882126751108e-15,5.682099753954856e-08,0.0006407110869349089,0.0019643471439283766,0.041039790746754665,0.12182764697906813,0.7368612034855386,0.09187935573068501,0.0057868880060901115
255,1.4639383982442792e-20,1.02030808724019e-11,9.707446466135539e-08,2.923498100982136e-06,0.00033638602812445815,0.7791515561391985,0.05649212599644833,0.004090208899765754,0.15992670235369774
256,0.0006640042765360112,0.1643201571198246,0.7171531204605851,0.11439191216458038,0.0034404986964709505,2.1474075409228644e-05,3.3232311482344e-06,5.509975337025483e-06,1.0855739920026756e-13
262,6.966626618986059e-06,0.011618702007291036,0.23601701596760727,0.11989548870342404,0.5683770966437025,0.006368537713205067,0.0442830910478759,0.013433098227892348,3.0623782221436248e-09
263,0.0004304253775534821,0.7050411341239273,0.09864338560049524,0.1921937882053145,0.0036626830428221563,2.6542736405436916e-06,1.1949022381903163e-05,1.398035355900979e-05,3.059757425154473e-13
275,1.9099275474328788e-05,0.30504990579120783,0.6736239868748146,0.0032155618767124275,0.017795357446563437,0.0002031498614685339,7.307701508377518e-05,1.9861856541287172e-05,2.1365076906470414e-12
279,1.0899047487495347e-12,6.2778616588201914e-06,0.09906496601053141,0.004475621508384235,0.06193656934458072,0.4098454246042407,0.42118132138543163,0.0034702066308174868,1.961265328239374e-05
280,2.2268487314421813e-23,6.763091890928915e-13,8.556306394608682e-08,5.4361034320822805e-08,6.768146801289302e-06,0.07714398066281568,0.417241423233206,0.024097546475841544,0.48151014155655447
286,0.010325345114630919,0.894408067119824,0.07222410362903228,0.02263434245575442,0.0004006648599477996,7.312741741862517e-06,1.555985147925934e-07,8.480553704769669e-09,8.942374187908014e-16
287,1.1076668524199614e-21,2.929084796174831e-12,4.380920006221541e-09,5.8050239093099145e-08,0.00011839852255846705,0.0019302305540501129,0.23254959576820378,0.35299600318238544,0.41240570953871086
292,9.863804977561353e-06,0.0641371872788741,0.6195576431711466,0.2787448795329604,0.021206358132553327,0.014294914805248218,0.0020349580986876834,1.4195107840685692e-05,6.770858903770469e-11
294,1.311208251510386e-14,1.5262701035065407e-06,0.0015403623640561227,0.002233931929806459,0.10272932982482655,0.4964286219906003,0.3952324498597488,0.0017886139686899129,4.516379215966789e-05
295,0.024444302821797652,0.008658643623463955,0.25061426540753273,0.14527475950735416,0.10321994290233694,0.030417384671309673,0.07577136801043721,0.19594938574046764,0.16564994731529992
302,0.0044112728052653075,0.9780353411473306,0.015848021893120436,0.001617282491807956,8.78884653229751e-05,1.919388394083759e-07,5.213972566206696e-10,7.369128902970733e-10,1.146687422314732e-18
309,2.5472655827452548e-08,0.00013086887900863213,0.2015990726006904,0.00019205768407504616,0.0012109330067559218,0.79610384579994,0.0007631578468497107,3.782377526427156e-08,8.862462000668373e-10
310,0.00641406540337151,0.850121656506082,0.05715738772390061,0.08556840085308824,0.0007079577187080349,6.788493012955714e-06,2.461114060229322e-07,2.349719042376812e-05,3.936636103919458e-15
318,3.834628676665466e-16,5.230545341051764e-08,0.0014300919254386989,0.0022901744415146693,0.005553188601015595,0.9313812597102563,0.040581754784289915,0.01800332788425234,0.0007601503477757966
337,7.569396846054625e-23,2.986059447618505e-13,2.325845754360592e-08,1.7615461609238774e-08,0.00022230891213188147,0.001271516142705333,0.5056017334987633,0.3883152017183498,0.10458919885381551
346,0.002998216897164437,0.09413886878497907,0.74374182288186,0.08329498291273331,0.07271791867252429,0.0017046306750379198,0.0011178110478859123,0.0002857478076317673,3.201866414502957e-10
364,4.756381713915576e-10,5.753415978312323e-05,0.004062916848261156,0.01501091254864013,0.15360677464006306,0.03139456902556255,0.24400778903124287,0.5518154137137872,4.408955701719711e-05
370,0.0016509106125539433,0.9788292132168634,0.0075585976437241836,0.0038458149508940474,0.008100392101133861,1.465577757276252e-05,3.1544939813669303e-07,1.0024785311820015e-07,4.17905590784771e-15
373,2.355887358263418e-05,0.04766195813692388,0.8754988409516017,0.05791955452183441,0.018752087280870616,4.157135899490823e-05,6.213913018008773e-06,9.621496295658445e-05,2.1832362681913536e-13
374,1.6011265502484532e-22,2.1924400021532907e-15,2.0122025317277431e-10,1.4723294603214004e-11,4.370467912530623e-08,0.0009433246697375038,0.00013777125139624444,3.1173832843587485e-06,0.998915742774957
376,1.3565006329169535e-10,8.814122588146307e-05,0.0019162511125822125,0.024393834367418654,0.4964962184786651,8.724294871236002e-05,0.15313839550130856,0.3238787291759576,1.1870538352562865e-06
382,4.3049818583560493e-17,8.972098534628556e-10,3.090742588651073e-08,2.1173544389305633e-05,0.0013875053362252,7.254841692495765e-05,0.06954027995528136,0.9029780312078433,0.026000429734694103
384,3.6308488695757326e-12,8.119560877378077e-06,0.006519592009541761,0.06398387337444611,0.011783900097594672,0.4722344878242049,0.3763613386346671,0.0665000671448506,0.0026086213501837897
390,0.06354529198316468,0.9263710197414455,0.00541089730943377,0.004617667553098747,5.512166686744064e-05,3.1764967529627457e-10,6.563934770569091e-11,1.3627020057767468e-09,1.9759113101982985e-21
398,1.6020918914451003e-15,2.057524459566814e-08,9.287051311731311e-05,0.00040507729698365587,0.0017483860061153298,0.07515087455751623,0.19087594910085992,0.7311834841303447,0.000543337819818966
404,5.748743881835068e-23,9.25203925413012e-14,4.292429346285938e-09,2.647701368446974e-09,9.25037385134353e-06,0.0023952406130438374,0.05664865062616884,0.004260177014644402,0.9366866744320678
405,2.7061747162621e-28,5.26030405143287e-18,3.347558509269429e-13,1.3883791899856749e-11,5.290239792203517e-08,1.463057168934787e-06,0.0013774143763569864,0.024131804677011526,0.9744892649728583
407,1.893401042935526e-12,2.9637103041967073e-05,0.03936890899849046,0.12768591734968576,0.028794259807084933,0.33469648016095266,0.19124538462255913,0.27813582283385735,4.3589122431836274e-05
413,3.4322241800695992e-16,3.214490249664652e-07,0.002481103164078147,0.000997404483684864,0.0008932112938775066,0.364789660732162,0.5224364353264308,0.10834509887564339,5.676467509314268e-05
417,2.5961491183388594e-05,0.009194901680438744,0.12621174184670345,0.6608050821137993,0.0461334610584601,0.016233336400112135,0.013334246518722281,0.1280579583175895,3.3105729913088084e-06
422,7.0013746488437e-20,3.282966017847244e-10,0.00015088964661691068,2.5532295014088962e-05,0.002777147004266726,0.1316886460937074,0.8612532123356819,0.0031091958130724,0.000995376483346292
438,0.003148794304777605,0.9664693487250463,0.021515169350086988,0.008832244292790782,3.4163477241521995e-05,2.7852333055383894e-07,1.3151319710233455e-09,1.1597078134699793e-11,9.185682692423743e-20
440,3.8661347670272876e-05,0.939528593636846,0.044585561950261365,0.013615279033912797,0.002113557529489711,0.00011588514980995561,2.056070432275228e-06,4.0528134590449883e-07,2.3193424205494014e-13
444,0.002946253222962607,0.4781914142213395,0.4065621008568091,0.046875452529277495,0.06512959362095552,0.0002562246730529082,1.8212418442988133e-05,2.0748456889910378e-05,2.6815323810301136e-13
447,4.7934431212655005e-05,0.044104019393419854,0.6821783770458778,0.2697003216946809,0.0035137402149910996,0.00041592419134248095,3.1982172010849005e-05,7.700854034709335e-06,2.4305594734862686e-12
454,7.555622561219464e-13,3.191646495671855e-05,0.4224697314994598,0.021972669140831538,0.24086453657546794,0.1596573109118721,0.09333434909106944,0.061598280875477834,7.120544010556037e-05
455,0.03514247764069538,0.009658816056064374,0.3314226298821353,0.14423663665508515,0.02522885173163329,0.12153991885019926,0.12402752045583915,0.08488642410604848,0.12385672462229987
458,4.797149164625222e-05,0.012455061182156515,0.31237000515693514,0.643674271674995,0.01641019049294811,0.014589809813554977,0.00043044887028060257,2.2241056255485604e-05,2.6122721023353016e-10
465,0.0003710937156482509,0.1277292243812112,0.11066740887940574,0.04653095017368128,0.15516167409752138,0.0014368320884904189,0.017625544581341746,0.5404772511020416,2.0980659794946984e-08
468,7.209620297534519e-29,4.9267166051138885e-17,1.8395485002988205e-10,3.8087844701905366e-10,1.2551873526914663e-05,2.569432572884328e-05,0.01006145840671715,0.00015600411710324494,0.9897442907121022
472,3.537862292822179e-13,6.16538057008282e-06,0.0028038921470446296,0.12836174774847953,0.4798117140278577,0.04837764426325245,0.3033016722138551,0.03733294358891692,4.220629647866222e-06
476,1.929367831400749e-12,1.977964994203806e-07,1.852135843731914e-06,0.001508857359174767,0.011622519326469521,3.3152020758450965e-05,0.052515943685928525,0.9342911395900676,2.6338083318642663e-05
479,0.0074369125930681575,0.11909126794097954,0.4904239105207292,0.3486673153394814,0.031411899433352396,0.0022354758990919894,0.00023941511012879195,0.0004938024988577226,6.643107069633339e-10
481,1.4991878962641721e-18,5.039916302318164e-10,2.644175813193239e-06,2.2379178295094404e-05,0.01450023974091117,0.006660739170384255,0.3926977706953756,0.568256720801693,0.017859505733538266
486,2.4381191348651654e-18,1.2150738319096771e-08,0.0008059109628972325,0.0003612047649062239,0.006445395149698785,0.446313083069082,0.5456074148076474,9.41057870212027e-05,0.00037287330801297815
487,1.144298511961647e-15,8.000750641685206e-08,0.00012699529019214305,0.0004693728833538593,0.5713447663579256,0.0007230153135425975,0.07315958440782676,0.35406083849067577,0.000115347248968197
489,1.6981474006485736e-11,2.176745086451055e-05,0.029238811379125266,0.02427469495833445,0.028774980473889124,0.8321331836980821,0.08541324153967915,0.0001384746442427829,4.845838804601248e-06
492,0.028660377042453177,0.4565220473071353,0.4772679090303377,0.030187386477527507,0.007297651432147006,5.60786579550866e-05,3.356019237788148e-06,5.194033089259988e-06,1.1825298887718293e-13
502,0.004554721043842726,0.9225430405433441,0.03949561564152342,0.03245378542199263,0.0008410854480629034,8.94154125203601e-05,2.2318446028586287e-05,1.804259331789303e-08,8.978471549038364e-14
503,0.5564250580615442,0.4268828305563317,0.014500423023037794,0.002145114612724963,4.647023147312934e-05,1.0303014710995931e-07,3.052513704889169e-10,1.7949119170603403e-10,2.666760867177754e-19
505,0.7626654505745875,0.2239810064569944,0.011391990072165804,0.0014811954993182647,0.00048027506932057576,1.5914159014313904e-08,4.6239064015413134e-09,6.178954838396504e-08,2.6547672659690377e-19
514,1.2468484739465144e-09,5.345771795112751e-05,0.019122988413568423,0.08481798768377603,0.12017641089936232,0.15807392889273858,0.42758161136308687,0.18814724233363786,0.0020263714490302417
516,1.8275085810095653e-05,0.14282597756707677,0.09037999079455313,0.48735863614735886,0.2555712791546767,0.022718944158224032,0.0009959666804266391,0.00013093035789685941,5.397976684463931e-11
519,5.012743494084803e-07,0.03893326588215848,0.2915970704912371,0.1468865100971135,0.0914167222333174,0.3645523087401955,0.033810373186928075,0.03278771835601271,1.5529738686310704e-05
521,1.2797666905124158e-08,0.00014734649672032622,0.017181548784582324,0.0014079316431863276,0.46602906424925883,0.00984218593462764,0.2964706710825582,0.20663516604382576,0.00228607296757324
532,9.040261486152831e-06,0.014653251516480746,0.27398036241031243,0.09229476816356091,0.45065563125874813,0.0003850399886976093,0.11995299440952663,0.04806890890368876,3.087505468674382e-09
539,0.030959314550233596,0.9172778431894685,0.051508343857114045,0.00024351723059073068,1.0899014996790793e-05,8.132488170117742e-08,7.36165114589813e-10,9.654955591891899e-11,7.867285961412583e-19
541,1.5638820656269955e-05,0.11941175324900427,0.014372802833266798,0.06657132866166247,0.7689288489937188,0.0034030031469236416,0.025954128983441013,0.0013421607526494408,3.3455867011618173e-07
555,5.902391116068031e-05,0.3721756765282413,0.016688582014668583,0.48306078406489894,0.12294394861418555,0.0021950483003009657,0.0021665945963170886,0.0007103408235335832,1.1466956025449963e-09
562,6.25240288392144e-07,0.006778909512844769,0.9159911288688849,0.012430080319093172,0.05317045333176993,0.011240483186845956,0.0003249948678082534,6.332452728668952e-05,1.4518085071507603e-10
563,0.00031725121260891696,0.8480014059896438,0.08816386762327146,0.05689895680130709,0.006533779735851299,4.921534809480949e-05,3.1339422535998256e-06,3.238934516018027e-05,1.8080960684933748e-12
564,6.096014773140073e-12,4.928642662148802e-06,0.0006786471054398414,0.03130386308928805,0.14772616794853105,0.15811832705587733,0.21835111595974782,0.4437911574672875,2.5792725072251473e-05
567,0.00026025729814920185,0.06286645701037119,0.8965350219945241,0.03854518243531627,0.0016582317450807738,0.00012491254012798902,2.0547692879242292e-07,9.731499189816631e-06,3.109764676076158e-13
570,9.35774674029051e-13,6.3144194964963415e-06,0.0308994049942352,0.011690903174342498,0.021960669707532448,0.5400015109719692,0.3576596247438214,0.03773554608650279,4.602590116443275e-05
572,0.004588497547917365,0.9594866449520101,0.03319363064776577,0.002696032078638581,3.5112782302862246e-05,6.828017941998982e-09,1.361281723226971e-10,7.502722063853827e-08,3.111265494539195e-19
580,0.00016144025227925882,0.23656901306948905,0.023714849597118528,0.5645868338122045,0.13798779262128258,0.02267361829906846,0.0028024044565065883,0.011504045829487082,2.0625646186855565e-09
601,1.822345549029764e-17,3.644405615719946e-08,0.00017059128565987617,0.007525284619772177,0.3723940888825862,0.3016098077814557,0.291323041236882,0.025933873103112202,0.0010432766464775517
609,1.3397450509933255e-06,0.0032060784174060076,0.36443617551406376,0.4780291739967818,0.06530709456136194,0.04590044515589727,0.031852774940402916,0.011265713165790125,1.204503245622768e-06
614,8.37458683749108e-25,1.6422132020778832e-14,2.385154736740463e-11,1.2925514937457409e-09,1.9296475380297765e-05,1.2179433345201624e-05,0.02646225377580979,0.03257277406070956,0.9409334949383403
